,strain_full,strain_short,species,gc,accession,gc_percent,genome_components,chromosomes,total_seq_length,genes_nc,genes_coding,pseudogenes,total_genes
0,Erwinia pyrifoliae,CP20113301,Erwinia pyrifoliae,GCF_025402895.1,Erwinia pyrifoliae,53.0,3,3,4161190,132,3638,152,3922
0,Escherichia coli,ST12468,Escherichia coli,GCF_024918755.1,Escherichia coli,50.5,3,3,4895987,119,4510,190,4819
0,Escherichia coli,3359,Escherichia coli,GCF_024918775.1,Escherichia coli,50.5,3,3,5156253,123,4707,295,5125
0,Escherichia coli,1579,Escherichia coli,GCF_024918815.1,Escherichia coli,50.5,4,4,5468527,125,5007,222,5354
0,Escherichia coli,p10B,Escherichia coli,GCF_024918895.1,Escherichia coli,50.5,4,4,4886452,123,4444,226,4793
0,Escherichia coli,p11B,Escherichia coli,GCF_024918915.1,Escherichia coli,50.5,3,3,5546857,112,5179,258,5549
0,Escherichia coli,DLI.5a,Escherichia coli,GCF_024970535.1,Escherichia coli,50.5,2,2,4995398,126,4548,242,4916
0,Escherichia coli,DLI.6n,Escherichia coli,GCF_024971055.1,Escherichia coli,50.5,2,2,5112914,124,4606,252,4982
0,Escherichia coli,SF10,Escherichia coli,GCF_024971795.1,Escherichia coli,50.5,4,4,5159279,121,4737,316,5174
0,Escherichia coli,HL15,Escherichia coli,GCF_024971815.1,Escherichia coli,50.5,3,3,5032747,121,4630,265,5016
0,Escherichia coli,GS04,Escherichia coli,GCF_024971875.1,Escherichia coli,50.5,4,4,4810212,120,4413,216,4749
0,Escherichia coli,BL12,Escherichia coli,GCF_024971895.1,Escherichia coli,50.5,5,5,4934500,120,4517,260,4897
0,Escherichia coli,HB42,Escherichia coli,GCF_025159115.1,Escherichia coli,50.5,6,6,5183602,115,4727,187,5029
0,Escherichia coli,USDA-ARS-USMARC-51408,Escherichia coli,GCF_025200555.1,Escherichia coli,50.5,3,3,5013063,125,4610,140,4875
0,Escherichia coli,USDA-ARS-USMARC-51688,Escherichia coli,GCF_025200615.1,Escherichia coli,51.0,2,2,4732329,123,4327,201,4651
0,Escherichia coli,USDA-ARS-USMARC-50748,Escherichia coli,GCF_025200635.1,Escherichia coli,50.5,4,4,5171782,116,4792,174,5082
0,Escherichia coli,USDA-ARS-USMARC-49610,Escherichia coli,GCF_025200675.1,Escherichia coli,50.5,3,3,4826549,117,4355,189,4661
0,Escherichia coli,806883-11-2019,Escherichia coli,GCF_025232455.1,Escherichia coli,50.5,2,2,4860746,116,4448,114,4678
0,Escherichia coli,806883-9-2019,Escherichia coli,GCF_025232475.1,Escherichia coli,50.0,6,6,5374510,116,4930,189,5235
0,Escherichia coli,hubt-sl,Escherichia coli,GCF_025244625.1,Escherichia coli,50.5,1,1,4859767,122,4456,156,4734
0,Escherichia coli,Ec15103,Escherichia coli,GCF_025244805.1,Escherichia coli,50.5,1,1,4991972,118,4570,187,4875
0,Escherichia coli,THB42-F1,Escherichia coli,GCF_025254305.1,Escherichia coli,50.5,2,2,4807231,122,4354,222,4698
0,Escherichia coli,THB42-F2,Escherichia coli,GCF_025254465.1,Escherichia coli,50.5,2,2,4724673,122,4293,196,4611
0,Escherichia coli,THB42-F3,Escherichia coli,GCF_025254605.1,Escherichia coli,50.5,2,2,4764283,122,4323,208,4653
0,Escherichia coli,2021CK-01784,Escherichia coli,GCF_025259645.1,Escherichia coli,50.5,2,2,5049286,116,4627,119,4862
0,Escherichia coli,E2,Escherichia coli,GCF_025369675.1,Escherichia coli,50.5,7,7,5459219,129,5107,290,5526
0,Escherichia coli,E8,Escherichia coli,GCF_025369695.1,Escherichia coli,50.5,7,7,5065270,118,4547,269,4934
0,Escherichia coli,E10,Escherichia coli,GCF_025369715.1,Escherichia coli,50.5,3,3,5221102,119,4838,215,5172
0,Escherichia coli,HBUT-L,Escherichia coli,GCF_025369735.1,Escherichia coli,50.5,2,2,4897792,122,4498,158,4778
0,Escherichia coli,E5,Escherichia coli,GCF_025369775.1,Escherichia coli,50.5,2,2,5094253,116,4599,233,4948
0,Escherichia coli,E7,Escherichia coli,GCF_025369795.1,Escherichia coli,50.5,3,3,5424739,116,4972,231,5319
0,Escherichia coli,E9,Escherichia coli,GCF_025369815.1,Escherichia coli,50.0,3,3,5403898,123,5011,196,5330
0,Escherichia coli,E3,Escherichia coli,GCF_025369835.1,Escherichia coli,50.5,3,3,4812488,118,4353,196,4667
0,Escherichia coli,E4,Escherichia coli,GCF_025369855.1,Escherichia coli,50.5,5,5,5197066,113,4771,272,5156
0,Escherichia coli,E1,Escherichia coli,GCF_025369875.1,Escherichia coli,50.0,6,6,5395376,112,5012,177,5301
0,Escherichia coli,E6,Escherichia coli,GCF_025369915.1,Escherichia coli,50.5,7,7,5232529,119,4822,183,5124
0,Escherichia coli,UC4224,Escherichia coli,GCF_025369975.1,Escherichia coli,50.5,3,3,5165929,121,4714,217,5052
0,Escherichia coli,2021CK-00607,Escherichia coli,GCF_025398375.1,Escherichia coli,50.0,12,12,5435037,120,4982,202,5304
0,Escherichia coli,2022CK-00450,Escherichia coli,GCF_025398755.1,Escherichia coli,51.0,8,8,5203554,117,4814,233,5164
0,Escherichia coli,ECO3183,Escherichia coli,GCF_025398915.1,Escherichia coli,50.5,3,3,5083529,120,4605,218,4943
0,Escherichia coli,PNUSAE014970,Escherichia coli,GCF_025399035.1,Escherichia coli,50.0,2,2,5524870,132,5041,312,5485
0,Escherichia coli,PNUSAE019785,Escherichia coli,GCF_025399095.1,Escherichia coli,50.0,2,2,5579844,136,5116,337,5589
0,Escherichia coli,PNUSAE008406,Escherichia coli,GCF_025399115.1,Escherichia coli,50.0,2,2,5581115,134,5028,438,5600
0,Escherichia coli,PNUSAE008512,Escherichia coli,GCF_025399135.1,Escherichia coli,50.0,2,2,5581012,134,5055,405,5594
0,Escherichia coli,SHP24,Escherichia coli,GCF_025402935.1,Escherichia coli,50.0,5,5,5458255,132,5015,285,5432
0,Escherichia coli,DFS.1,Escherichia coli,GCF_025426175.1,Escherichia coli,50.5,2,2,5037721,111,4657,188,4956
0,Escherichia coli,DFK.1,Escherichia coli,GCF_025426195.1,Escherichia coli,50.5,2,2,5149323,111,4752,217,5080
0,Escherichia coli,DFL.5,Escherichia coli,GCF_025426235.1,Escherichia coli,50.0,3,3,5330758,122,4844,248,5214
0,Escherichia coli O157:H7,RV06,Escherichia coli,GCF_025252345.1,Escherichia coli O157:H7,50.0,2,2,5532402,131,5117,262,5510
0,Escherichia coli O157:H7,380-94,Escherichia coli,GCF_025252445.1,Escherichia coli O157:H7,50.0,2,2,5535488,131,5116,263,5510
0,Escherichia coli O25b:H4_ST131,2822,Escherichia coli,GCF_024918395.1,Escherichia coli O25b:H4-ST131,50.5,3,3,5099400,114,4694,198,5006
0,Escherichia coli O25b:H4_ST131,4433,Escherichia coli,GCF_024918415.1,Escherichia coli O25b:H4-ST131,50.5,1,1,5386924,113,4996,234,5343
0,Eubacterium ventriosum,ATCC 27560,Eubacterium ventriosum,GCF_025150745.1,Eubacterium ventriosum,34.5,1,1,2856089,81,2497,48,2626
0,Flavobacterium sp. TR2,TR2,Flavobacterium sp. TR2,GCF_025252405.1,Flavobacterium sp. TR2,35.0,2,2,5106313,84,4261,12,4357
0,Gordonia amarae,BEN368,Gordonia amarae,GCF_025268675.1,Gordonia amarae,67.0,1,1,5363489,67,4613,68,4748
0,Gordonia pseudamarae,CON9,Gordonia pseudamarae,GCF_025273675.1,Gordonia pseudamarae,66.5,1,1,5147008,69,4328,94,4491
0,Granulicatella adiacens ATCC 49175,ATCC 49175,Granulicatella adiacens,GCF_025150565.1,Granulicatella adiacens ATCC 49175,37.5,1,1,1965422,77,1837,30,1944
0,Herbaspirillum huttiense,ZXN111,Herbaspirillum huttiense,GCF_024930265.1,Herbaspirillum huttiense,62.0,2,2,5995595,70,5304,45,5419
0,Heyndrickxia oleronia,FW 1,Heyndrickxia oleronia,GCF_024971915.1,Heyndrickxia oleronia,35.0,4,4,5381128,185,4990,393,5568
0,Heyndrickxia oleronia,DSM 9356,Heyndrickxia oleronia,GCF_025263665.1,Heyndrickxia oleronia,35.0,1,1,5199099,186,4861,264,5311
0,Hungatella hathewayi,DSM 13479,Hungatella hathewayi,GCF_025149285.1,Hungatella hathewayi,48.0,1,1,6931886,93,6145,101,6339
0,Jannaschia sp. M317,M317,Jannaschia sp. M317,GCF_025141175.1,Jannaschia sp. M317,65.0,6,6,3942835,54,3871,53,3978
0,Jannaschia sp. W003,W003,Jannaschia sp. W003,GCF_025144335.1,Jannaschia sp. W003,72.0,7,7,3422038,57,3266,38,3361
0,Klebsiella michiganensis,8BG,Klebsiella michiganensis,GCF_025490535.1,Klebsiella michiganensis,55.5,2,2,6240609,118,5656,142,5916
0,Klebsiella pneumoniae,ST15,Klebsiella pneumoniae,GCF_024918435.1,Klebsiella pneumoniae,57.0,4,4,5374117,124,4964,117,5205
0,Klebsiella pneumoniae,ST307,Klebsiella pneumoniae,GCF_024918455.1,Klebsiella pneumoniae,57.0,3,3,5620450,126,5245,131,5502
0,Klebsiella pneumoniae,ST3576,Klebsiella pneumoniae,GCF_024918475.1,Klebsiella pneumoniae,57.0,2,2,5686240,127,5193,229,5549
0,Klebsiella pneumoniae,2289,Klebsiella pneumoniae,GCF_024918835.1,Klebsiella pneumoniae,57.0,2,2,5315023,129,4993,105,5227
0,Klebsiella pneumoniae,197,Klebsiella pneumoniae,GCF_024918855.1,Klebsiella pneumoniae,57.0,2,2,5572187,124,5234,137,5495
0,Klebsiella pneumoniae,913,Klebsiella pneumoniae,GCF_024918875.1,Klebsiella pneumoniae,57.0,8,8,5667351,124,5255,146,5525
0,Klebsiella pneumoniae,1021,Klebsiella pneumoniae,GCF_025118435.1,Klebsiella pneumoniae,57.0,4,4,5497877,123,5142,116,5381
0,Klebsiella pneumoniae,1020,Klebsiella pneumoniae,GCF_025118455.1,Klebsiella pneumoniae,57.0,4,4,5497429,123,5139,117,5379
0,Klebsiella pneumoniae,10MC160002271,Klebsiella pneumoniae,GCF_025144525.1,Klebsiella pneumoniae,56.5,6,6,5806556,126,5482,164,5772
0,Klebsiella pneumoniae,150040X0B1,Klebsiella pneumoniae,GCF_025152765.1,Klebsiella pneumoniae,57.0,5,5,5819373,122,5495,187,5804
0,Klebsiella pneumoniae,USDA-ARS-USMARC-52099,Klebsiella pneumoniae,GCF_025200575.1,Klebsiella pneumoniae,57.0,2,2,5461003,121,5083,116,5320
0,Klebsiella pneumoniae,503666-2-2019,Klebsiella pneumoniae,GCF_025232415.1,Klebsiella pneumoniae,57.0,5,5,5758168,121,5356,135,5612
0,Klebsiella pneumoniae,806883-10-2019,Klebsiella pneumoniae,GCF_025232435.1,Klebsiella pneumoniae,57.0,4,4,5776450,121,5375,133,5629
0,Klebsiella pneumoniae,CHN23026,Klebsiella pneumoniae,GCF_025244645.1,Klebsiella pneumoniae,57.0,6,6,5555527,125,5297,107,5529
0,Klebsiella pneumoniae,KP8132,Klebsiella pneumoniae,GCF_025252425.1,Klebsiella pneumoniae,57.0,5,5,5831033,122,5491,207,5820
0,Klebsiella pneumoniae,SZS128,Klebsiella pneumoniae,GCF_025258665.1,Klebsiella pneumoniae,56.5,4,4,5734103,121,5435,135,5691
0,Klebsiella pneumoniae,2021CK-01815,Klebsiella pneumoniae,GCF_025259665.1,Klebsiella pneumoniae,57.0,4,4,5556516,121,5142,114,5377
0,Klebsiella pneumoniae,K28074,Klebsiella pneumoniae,GCF_025397975.1,Klebsiella pneumoniae,57.0,2,2,5399980,121,5114,113,5348
0,Klebsiella pneumoniae,2021CK-01729,Klebsiella pneumoniae,GCF_025398355.1,Klebsiella pneumoniae,57.0,5,5,5693753,121,5273,125,5519
0,Klebsiella pneumoniae,2021CK-00608,Klebsiella pneumoniae,GCF_025398435.1,Klebsiella pneumoniae,56.5,3,3,5743018,125,5334,183,5642
0,Klebsiella pneumoniae,2020CK-00096,Klebsiella pneumoniae,GCF_025398695.1,Klebsiella pneumoniae,57.0,1,1,5351257,124,4938,142,5204
0,Klebsiella pneumoniae,KP5076,Klebsiella pneumoniae,GCF_025490515.1,Klebsiella pneumoniae,57.0,4,4,5525453,125,5213,132,5470
0,Laceyella sacchari,FBKL4.014,Laceyella sacchari,GCF_024927925.1,Laceyella sacchari,48.5,2,2,3383707,132,3108,91,3331
0,Lacticaseibacillus paracasei,L1,Lacticaseibacillus paracasei,GCF_025137495.1,Lacticaseibacillus paracasei,46.0,10,10,3434047,78,3149,110,3337
0,Lacticaseibacillus paracasei,ALAC-4,Lacticaseibacillus paracasei,GCF_025215665.1,Lacticaseibacillus paracasei,46.0,2,2,3073840,77,2810,68,2955
0,Lacticaseibacillus paracasei,VHProbi O44,Lacticaseibacillus paracasei,GCF_025252385.1,Lacticaseibacillus paracasei,46.0,4,4,3318282,77,3096,92,3265
0,Lactiplantibacillus pentosus,68-1,Lactiplantibacillus pentosus,GCF_025398935.1,Lactiplantibacillus pentosus,46.0,6,6,3583752,86,3117,29,3232
0,Lactiplantibacillus plantarum,SRCM210576,Lactiplantibacillus plantarum,GCF_024969715.1,Lactiplantibacillus plantarum,44.5,1,1,3255705,89,2993,14,3096
0,Lactiplantibacillus plantarum,SRCM210465,Lactiplantibacillus plantarum,GCF_024969905.1,Lactiplantibacillus plantarum,44.5,1,1,3263539,92,2994,18,3104
0,Lactiplantibacillus plantarum,SRCM210579,Lactiplantibacillus plantarum,GCF_024970125.1,Lactiplantibacillus plantarum,44.5,1,1,3255701,89,2997,17,3103
0,Lactiplantibacillus plantarum,SRCM210580,Lactiplantibacillus plantarum,GCF_024970145.1,Lactiplantibacillus plantarum,44.5,1,1,3255701,89,3002,13,3104
0,Lactiplantibacillus plantarum,SRCM210797,Lactiplantibacillus plantarum,GCF_024970165.1,Lactiplantibacillus plantarum,44.5,1,1,3226393,84,2919,16,3019
0,Lactiplantibacillus plantarum,HMX2,Lactiplantibacillus plantarum,GCF_025144505.1,Lactiplantibacillus plantarum,44.5,1,1,3322298,89,3051,33,3173
0,Lactiplantibacillus plantarum,MGEL20154,Lactiplantibacillus plantarum,GCF_025402835.1,Lactiplantibacillus plantarum,44.5,2,2,3249917,91,2962,42,3095
0,Lactobacillus amylovorus,CACC736,Lactobacillus amylovorus,GCF_025449355.1,Lactobacillus amylovorus,38.0,3,3,2154728,83,1935,109,2127
0,Lactobacillus helveticus,VHProbi Y21,Lactobacillus helveticus,GCF_024927945.1,Lactobacillus helveticus,36.5,3,3,2171060,78,1952,188,2218
0,Leisingera aquaemixtae,M583,Leisingera aquaemixtae,GCF_025138865.1,Leisingera aquaemixtae,64.5,5,5,4251935,73,3992,31,4096
0,Leisingera aquaemixtae,M597,Leisingera aquaemixtae,GCF_025139025.1,Leisingera aquaemixtae,64.5,7,7,4391804,72,4088,49,4209
0,Leisingera aquaemixtae,S166,Leisingera aquaemixtae,GCF_025139165.1,Leisingera aquaemixtae,64.5,7,7,4532546,72,4264,31,4367
0,Leisingera aquaemixtae,M602,Leisingera aquaemixtae,GCF_025139345.1,Leisingera aquaemixtae,64.5,6,6,4443538,72,4134,34,4240
0,Leisingera caerulea,S122,Leisingera caerulea,GCF_025139665.1,Leisingera caerulea,63.5,8,8,4602657,73,4307,35,4415
0,Leisingera caerulea,M561,Leisingera caerulea,GCF_025139485.1,Leisingera caerulea,64.0,6,6,4449613,72,4132,28,4232
0,Leisingera caerulea,S141,Leisingera caerulea,GCF_025139835.1,Leisingera caerulea,63.5,6,6,4550682,72,4270,25,4367
0,Leisingera caerulea,S185,Leisingera caerulea,GCF_025139955.1,Leisingera caerulea,64.0,6,6,4374948,72,4073,36,4181
0,Leisingera caerulea,S216,Leisingera caerulea,GCF_025140155.1,Leisingera caerulea,63.5,8,8,4730960,72,4395,42,4509
0,Leisingera sp. M523,M523,Leisingera sp. M523,GCF_025141335.1,Leisingera sp. M523,61.5,1,1,4125530,71,3876,141,4088
0,Leisingera sp. M527,M527,Leisingera sp. M527,GCF_025141525.1,Leisingera sp. M527,61.0,7,7,5142735,75,4697,177,4949
0,Leisingera sp. M658,M658,Leisingera sp. M658,GCF_025144145.1,Leisingera sp. M658,61.0,7,7,4890622,75,4507,173,4755
0,Leisingera sp. S132,S132,Leisingera sp. S132,GCF_025144465.1,Leisingera sp. S132,62.5,7,7,4686151,74,4369,68,4511
0,Ligilactobacillus agilis,AM_LB8,Ligilactobacillus agilis,GCF_025311475.1,Ligilactobacillus agilis,41.5,1,1,2162388,117,2003,23,2143
0,Ligilactobacillus agilis,AM_LB6,Ligilactobacillus agilis,GCF_025311455.1,Ligilactobacillus agilis,41.5,1,1,2168186,117,2002,25,2144
0,Ligilactobacillus ruminis,ATCC 25644,Ligilactobacillus ruminis,GCF_025150895.1,Ligilactobacillus ruminis,43.5,1,1,2187892,90,2003,51,2144
0,Limosilactobacillus oris,AM_LB10,Limosilactobacillus oris,GCF_025311495.1,Limosilactobacillus oris,49.5,1,1,2007883,78,1852,55,1985
0,Limosilactobacillus reuteri,AM_LB1,Limosilactobacillus reuteri,GCF_025369755.1,Limosilactobacillus reuteri,38.5,4,4,2346013,90,2219,71,2380
0,Limosilactobacillus vaginalis,AM_LB9,Limosilactobacillus vaginalis,GCF_025311515.1,Limosilactobacillus vaginalis,40.0,2,2,1883554,79,1729,30,1838
0,Lysinibacillus fusiformis,HJ.T1,Lysinibacillus fusiformis,GCF_025398895.1,Lysinibacillus fusiformis,37.0,2,2,4856088,149,4665,47,4861
0,Maribacter sp. HL_LV01,HL-LV01,Maribacter sp. HL_LV01,GCF_025244665.1,Maribacter sp. HL-LV01,39.5,1,1,3864532,49,3095,1018,4162
0,Marvinbryantia formatexigens DSM 14469,DSM 14469,Marvinbryantia formatexigens,GCF_025148285.1,Marvinbryantia formatexigens DSM 14469,49.5,1,1,4577574,70,4118,83,4271
0,Mesomycoplasma molare,H 542,Mesomycoplasma molare,GCF_024918955.1,Mesomycoplasma molare,24.5,1,1,869728,40,748,2,790
0,Microbacterium sp. EF45044,,Microbacterium sp. EF45044,GCF_024971095.1,Microbacterium sp. EF45044,71.0,1,1,2546128,54,2311,130,2495
0,Mycobacterium sp. SMC_2,SMC-2,Mycobacterium sp. SMC_2,GCF_025263485.1,Mycobacterium sp. SMC-2,67.5,2,2,6027766,54,5508,152,5714
0,Mycobacterium sp. SMC_4,SMC-4,Mycobacterium sp. SMC_4,GCF_025263265.1,Mycobacterium sp. SMC-4,66.5,11,11,5936685,55,5532,90,5677
0,Mycobacterium sp. SMC_8,SMC-8,Mycobacterium sp. SMC_8,GCF_025263565.1,Mycobacterium sp. SMC-8,67.0,4,4,6882089,57,6257,295,6609
0,Mycolicibacterium brumae,ATCC 51384,Mycolicibacterium brumae,GCF_025215495.1,Mycolicibacterium brumae,69.0,1,1,3988920,57,3701,97,3855
0,Mycoplasma cottewii,VIS,Mycoplasma cottewii,GCF_024918975.1,Mycoplasma cottewii,25.5,1,1,1016659,39,836,24,899
0,Neisseria gonorrhoeae,10814,Neisseria gonorrhoeae,GCF_025169475.1,Neisseria gonorrhoeae,52.0,2,2,2216522,71,2051,219,2341
0,Neisseria gonorrhoeae,9399,Neisseria gonorrhoeae,GCF_025169495.2,Neisseria gonorrhoeae,52.0,2,2,2223359,71,2065,229,2365
0,Neisseria gonorrhoeae,10272,Neisseria gonorrhoeae,GCF_025169515.2,Neisseria gonorrhoeae,52.0,2,2,2223462,70,2052,232,2354
0,Neisseria gonorrhoeae,10231,Neisseria gonorrhoeae,GCF_025169565.2,Neisseria gonorrhoeae,52.0,2,2,2217017,71,2050,217,2338
0,Neisseria gonorrhoeae,9460,Neisseria gonorrhoeae,GCF_025169585.1,Neisseria gonorrhoeae,52.0,2,2,2232723,69,2048,250,2367
0,Neisseria gonorrhoeae,9112,Neisseria gonorrhoeae,GCF_025169605.2,Neisseria gonorrhoeae,52.0,2,2,2234593,71,2068,234,2373
0,Neisseria gonorrhoeae,10529,Neisseria gonorrhoeae,GCF_025169685.2,Neisseria gonorrhoeae,52.0,3,3,2254865,70,2089,233,2392
0,Neisseria gonorrhoeae,9464,Neisseria gonorrhoeae,GCF_025169745.2,Neisseria gonorrhoeae,52.0,2,2,2232635,69,2046,251,2366
0,Neisseria gonorrhoeae,9071,Neisseria gonorrhoeae,GCF_025169825.2,Neisseria gonorrhoeae,52.0,3,3,2306766,71,2190,237,2498
0,Neisseria gonorrhoeae,10269,Neisseria gonorrhoeae,GCF_025169995.1,Neisseria gonorrhoeae,52.0,2,2,2218972,71,2050,228,2349
0,Neisseria gonorrhoeae,10720,Neisseria gonorrhoeae,GCF_025170155.1,Neisseria gonorrhoeae,52.0,2,2,2224044,71,2056,225,2352
0,Neisseria gonorrhoeae,10328,Neisseria gonorrhoeae,GCF_025170325.2,Neisseria gonorrhoeae,52.0,2,2,2217935,71,2044,223,2338
0,Neisseria gonorrhoeae,10792,Neisseria gonorrhoeae,GCF_025170505.2,Neisseria gonorrhoeae,52.0,2,2,2218622,71,2059,221,2351
0,Neisseria gonorrhoeae,10612,Neisseria gonorrhoeae,GCF_025170665.1,Neisseria gonorrhoeae,52.0,2,2,2225204,69,2042,239,2350
0,Neisseria gonorrhoeae,10268,Neisseria gonorrhoeae,GCF_025170685.2,Neisseria gonorrhoeae,52.0,2,2,2214780,70,2043,224,2337
0,Neisseria gonorrhoeae,10536,Neisseria gonorrhoeae,GCF_025170705.2,Neisseria gonorrhoeae,52.0,2,2,2231591,70,2054,250,2374
0,Neisseria gonorrhoeae,10537,Neisseria gonorrhoeae,GCF_025170725.2,Neisseria gonorrhoeae,52.0,2,2,2233099,71,2064,243,2378
0,Neisseria gonorrhoeae,10525,Neisseria gonorrhoeae,GCF_025170885.1,Neisseria gonorrhoeae,52.0,2,2,2228904,71,2061,240,2372
0,Neisseria gonorrhoeae,10771,Neisseria gonorrhoeae,GCF_025171075.1,Neisseria gonorrhoeae,52.0,2,2,2214409,71,2048,216,2335
0,Neisseria gonorrhoeae,ATCC 49226,Neisseria gonorrhoeae,GCF_025171215.2,Neisseria gonorrhoeae,52.5,2,2,2166837,71,1974,249,2294
0,Neisseria gonorrhoeae,10704,Neisseria gonorrhoeae,GCF_025171255.1,Neisseria gonorrhoeae,52.0,2,2,2222915,70,2047,233,2350
0,Neisseria gonorrhoeae,10296,Neisseria gonorrhoeae,GCF_025171275.1,Neisseria gonorrhoeae,52.0,2,2,2220393,70,2052,225,2347
0,Neisseria gonorrhoeae,9126,Neisseria gonorrhoeae,GCF_025171295.2,Neisseria gonorrhoeae,52.0,2,2,2225100,71,2054,229,2354
0,Neisseria gonorrhoeae,9343,Neisseria gonorrhoeae,GCF_025171315.2,Neisseria gonorrhoeae,52.0,2,2,2222138,71,2055,223,2349
0,Nitrosomonas sp. PLL12_2,PLL12-2,Nitrosomonas sp. PLL12_2,GCF_025502565.1,Nitrosomonas sp. PLL12-2,44.5,1,1,4076207,48,3699,135,3882
0,Novosphingobium sp. 9,9,Novosphingobium sp. 9,GCF_025340265.1,Novosphingobium sp. 9,64.0,2,2,4386972,73,3844,247,4164
0,Occallatibacter riparius,DSM 25168,Occallatibacter riparius,GCF_025264625.1,Occallatibacter riparius,60.0,1,1,6794547,57,5479,30,5566
0,Paenarthrobacter sp. JL.01a,JL.01a,Paenarthrobacter sp. JL.01a,GCF_025452095.1,Paenarthrobacter sp. JL.01a,63.0,1,1,4404497,76,4104,19,4199
0,Paenibacillus sp. SS4,SS4,Paenibacillus sp. SS4,GCF_025369935.1,Paenibacillus sp. SS4,44.5,1,1,7639302,148,6607,108,6863
0,Pantoea dispersa,ML.8a3,Pantoea dispersa,GCF_025490495.1,Pantoea dispersa,57.5,2,2,4790868,111,4339,32,4482
0,Parabacteroides johnsonii DSM 18315,DSM 18315,Parabacteroides johnsonii,GCF_025151045.1,Parabacteroides johnsonii DSM 18315,45.0,1,1,4749455,98,3700,59,3857
0,Parabacteroides merdae ATCC 43184,ATCC 43184,Parabacteroides merdae,GCF_025151215.1,Parabacteroides merdae ATCC 43184,45.0,1,1,4377447,93,3398,66,3557
0,Pectobacterium aroidearum,QJ021,Pectobacterium aroidearum,GCF_025402815.1,Pectobacterium aroidearum,51.5,1,1,4984813,106,4291,62,4459
0,Pediococcus acidilactici,SRCM210477,Pediococcus acidilactici,GCF_024970065.1,Pediococcus acidilactici,42.0,1,1,1995187,77,1839,13,1929
0,Phaeobacter inhibens,M619,Phaeobacter inhibens,GCF_025142455.1,Phaeobacter inhibens,59.5,4,4,4178771,73,3843,40,3956
0,Phaeobacter inhibens,M623,Phaeobacter inhibens,GCF_025142595.1,Phaeobacter inhibens,59.5,5,5,4314694,73,3977,41,4091
0,Phaeobacter inhibens,M624,Phaeobacter inhibens,GCF_025142675.1,Phaeobacter inhibens,59.5,4,4,4204626,73,3865,36,3974
0,Phaeobacter inhibens,M625,Phaeobacter inhibens,GCF_025142695.1,Phaeobacter inhibens,59.5,5,5,4281685,73,3938,35,4046
0,Phaeobacter inhibens,M626,Phaeobacter inhibens,GCF_025142715.1,Phaeobacter inhibens,59.5,4,4,4163548,73,3826,35,3934
0,Phaeobacter inhibens,M627,Phaeobacter inhibens,GCF_025142735.1,Phaeobacter inhibens,59.5,5,5,4244751,73,3900,39,4012
0,Phaeobacter inhibens,M628,Phaeobacter inhibens,GCF_025142755.1,Phaeobacter inhibens,59.5,5,5,4301253,74,3975,41,4090
0,Phaeobacter inhibens,M631,Phaeobacter inhibens,GCF_025142775.1,Phaeobacter inhibens,59.5,5,5,4314012,73,3980,52,4105
0,Phaeobacter inhibens,M632,Phaeobacter inhibens,GCF_025142795.1,Phaeobacter inhibens,59.5,3,3,4139108,73,3816,42,3931
0,Phaeobacter inhibens,M633,Phaeobacter inhibens,GCF_025142815.1,Phaeobacter inhibens,59.5,5,5,4402211,73,4074,36,4183
0,Phaeobacter inhibens,M634,Phaeobacter inhibens,GCF_025142835.1,Phaeobacter inhibens,59.5,4,4,4089150,73,3743,43,3859
0,Phaeobacter inhibens,M635,Phaeobacter inhibens,GCF_025142855.1,Phaeobacter inhibens,59.5,5,5,4301151,73,3952,50,4075
0,Phaeobacter inhibens,M636,Phaeobacter inhibens,GCF_025143105.1,Phaeobacter inhibens,59.5,5,5,4283941,73,3913,58,4044
0,Phaeobacter inhibens,M643,Phaeobacter inhibens,GCF_025143215.1,Phaeobacter inhibens,59.5,4,4,4114628,73,3755,22,3850
0,Phaeobacter inhibens,M644,Phaeobacter inhibens,GCF_025143325.1,Phaeobacter inhibens,59.5,5,5,4284518,73,3937,47,4057
0,Phaeobacter inhibens,M646,Phaeobacter inhibens,GCF_025143405.1,Phaeobacter inhibens,59.5,4,4,4182712,73,3841,31,3945
0,Phaeobacter inhibens,M647,Phaeobacter inhibens,GCF_025143505.1,Phaeobacter inhibens,59.5,5,5,4266684,73,3945,35,4053
0,Phaeobacter inhibens,M650,Phaeobacter inhibens,GCF_025143665.1,Phaeobacter inhibens,59.5,6,6,4202636,73,3877,47,3997
0,Phocaeicola dorei,DSM 17855,Phocaeicola dorei,GCF_025146415.1,Phocaeicola dorei,42.0,1,1,5625379,103,4418,108,4629
0,Photobacterium sp. TY1_4,TY1-4,Photobacterium sp. TY1_4,GCF_025398175.1,Photobacterium sp. TY1-4,53.5,4,4,5607670,205,4880,72,5157
0,Phyllobacterium sp. A18/5_2,A18/5-2,Phyllobacterium sp. A18/5_2,GCF_025452215.1,Phyllobacterium sp. A18/5-2,56.5,3,3,5805043,64,4855,866,5785
0,Phyllobacterium zundukense,A18/3m,Phyllobacterium zundukense,GCF_025452195.1,Phyllobacterium zundukense,56.5,5,5,6413776,68,5844,372,6284
0,Polaribacter undariae,KCTC 42175,Polaribacter undariae,GCF_024918935.1,Polaribacter undariae,30.5,1,1,4418414,70,3565,21,3656
