"","gcf","ar_count"
"23563","GCF_024749765.1",11
"23564","GCF_024750555.1",32
"23565","GCF_024750575.1",32
"23566","GCF_024752495.1",10
"23567","GCF_024752515.1",17
"23568","GCF_024752535.1",2
"23569","GCF_024752555.1",10
"23570","GCF_024757965.1",12
"23571","GCF_024757985.1",2
"23572","GCF_024758005.1",0
"23573","GCF_024758165.1",4
"23574","GCF_024758205.1",2
"23575","GCF_024758245.1",1
"23576","GCF_024758345.1",4
"23577","GCF_024758405.1",1
"23578","GCF_024758425.1",1
"23579","GCF_024758445.1",2
"23580","GCF_024758505.1",1
"23581","GCF_024758605.1",31
"23582","GCF_024758625.1",12
"23583","GCF_024758645.1",2
"23584","GCF_024758665.1",0
"23585","GCF_024758685.1",9
"23586","GCF_024758705.1",0
"23587","GCF_024758725.1",0
"23588","GCF_024758745.1",0
"23589","GCF_024758865.1",2
"23590","GCF_024758905.1",2
"23591","GCF_024759125.1",2
"23592","GCF_024759205.1",3
"23593","GCF_024759225.1",2
"23594","GCF_024759245.1",4
"23595","GCF_024759285.1",2
"23596","GCF_024759365.1",3
"23597","GCF_024759405.1",3
"23598","GCF_024759425.1",3
"23599","GCF_024759485.1",2
"23600","GCF_024759505.1",2
"23601","GCF_024759565.1",3
"23602","GCF_024759585.1",2
"23603","GCF_024759625.1",1
"23604","GCF_024759645.1",2
"23605","GCF_024759745.1",2
"23606","GCF_024759765.1",2
"23607","GCF_024759785.1",3
"23608","GCF_024759965.1",1
"23609","GCF_024759985.1",1
"23610","GCF_024760045.1",3
"23611","GCF_024760065.1",3
"23612","GCF_024760085.1",2
"23613","GCF_024760145.1",5
"23614","GCF_024760205.1",33
"23615","GCF_024760225.1",4
"23616","GCF_024760245.1",2
"23617","GCF_024760285.1",1
"23618","GCF_024760325.1",8
"23619","GCF_024760445.1",19
"23620","GCF_024760465.1",3
"23621","GCF_024760565.1",6
"23622","GCF_024760585.1",7
"23623","GCF_024760605.1",7
"23624","GCF_024760625.1",7
"23625","GCF_024760645.1",7
"23626","GCF_024762135.1",34
"23627","GCF_024762155.1",2
"23628","GCF_024762175.1",2
"23629","GCF_024762195.1",2
"23630","GCF_024799785.1",3
"23631","GCF_024799805.1",14
"23632","GCF_024799845.1",5
"23633","GCF_024799885.1",18
"23634","GCF_024800505.1",14
"23635","GCF_024800605.1",0
"23636","GCF_024800625.1",7
"23637","GCF_024800645.1",17
"23638","GCF_024800665.1",0
"23639","GCF_024800685.1",0
"23640","GCF_024800705.1",8
"23641","GCF_024802385.1",2
"23642","GCF_024802585.1",17
"23643","GCF_024802605.1",8
"23644","GCF_024802625.1",1
"23645","GCF_024803445.1",26
"23646","GCF_024803465.1",27
"23647","GCF_024803545.1",1
"23648","GCF_024803565.1",3
"23649","GCF_024803585.1",4
"23650","GCF_024803605.1",4
"23651","GCF_024803805.1",20
"23652","GCF_024860185.1",0
"23653","GCF_024917115.1",17
"23654","GCF_024917135.1",8
"23655","GCF_024917155.1",17
"23656","GCF_024917175.1",18
"23657","GCF_024917195.1",31
"23658","GCF_024917215.1",31
"23659","GCF_024917235.1",33
"23660","GCF_024917255.1",31
"23661","GCF_024917275.1",32
"23662","GCF_024917295.1",31
"23663","GCF_024917315.1",24
"23664","GCF_024917335.1",31
"23665","GCF_024917355.1",32
"23666","GCF_024917375.1",34
"23667","GCF_024917395.1",29
"23668","GCF_024917415.1",30
"23669","GCF_024917435.1",30
"23670","GCF_024917455.1",32
"23671","GCF_024917475.1",33
"23672","GCF_024917495.1",30
"23673","GCF_024917515.1",29
"23674","GCF_024917535.1",30
"23675","GCF_024917555.1",30
"23676","GCF_024917575.1",29
"23677","GCF_024917595.1",29
"23678","GCF_024917615.1",25
"23679","GCF_024917635.1",28
"23680","GCF_024917655.1",33
"23681","GCF_024917675.1",30
"23682","GCF_024917695.1",28
"23683","GCF_024917715.1",32
"23684","GCF_024917735.1",32
"23685","GCF_024917755.1",30
"23686","GCF_024917775.1",27
"23687","GCF_024917795.1",34
"23688","GCF_024917815.1",33
"23689","GCF_024917835.1",32
"23690","GCF_024917855.1",31
"23691","GCF_024917875.1",31
"23692","GCF_024917895.1",29
"23693","GCF_024917915.1",33
"23694","GCF_024917935.1",30
"23695","GCF_024917955.1",31
"23696","GCF_024917975.1",34
"23697","GCF_024917995.1",33
"23698","GCF_024918015.1",33
"23699","GCF_024918035.1",31
"23700","GCF_024918055.1",29
"23701","GCF_024918075.1",29
"23702","GCF_024918095.1",30
"23703","GCF_024918115.1",32
"23704","GCF_024918135.1",30
"23705","GCF_024918155.1",31
"23706","GCF_024918175.1",30
"23707","GCF_024918195.1",33
"23708","GCF_024918215.1",26
"23709","GCF_024918235.1",31
"23710","GCF_024918255.1",26
"23711","GCF_024918275.1",32
"23712","GCF_024918295.1",32
"23713","GCF_024918315.1",30
"23714","GCF_024918335.1",33
"23715","GCF_024918375.1",33
"23716","GCF_024918395.1",32
"23717","GCF_024918415.1",30
"23718","GCF_024918435.1",28
"23719","GCF_024918455.1",29
"23720","GCF_024918475.1",30
"23721","GCF_024918755.1",30
"23722","GCF_024918775.1",33
"23723","GCF_024918795.1",25
"23724","GCF_024918815.1",33
"23725","GCF_024918835.1",29
"23726","GCF_024918855.1",30
"23727","GCF_024918875.1",32
"23728","GCF_024918895.1",30
"23729","GCF_024918915.1",33
"23730","GCF_024918995.1",17
"23731","GCF_024919095.1",8
"23732","GCF_024919115.1",7
"23733","GCF_024925465.1",8
"23734","GCF_024925485.1",24
"23735","GCF_024925505.1",7
"23736","GCF_024927865.1",15
"23737","GCF_024927925.1",1
"23738","GCF_024927965.1",3
"23739","GCF_024930265.1",6
"23740","GCF_024968245.1",1
"23741","GCF_024968265.1",1
"23742","GCF_024968285.1",0
"23743","GCF_024968405.1",1
"23744","GCF_024968525.1",0
"23745","GCF_024968705.1",0
"23746","GCF_024969205.1",1
"23747","GCF_024969365.1",0
"23748","GCF_024969425.1",1
"23749","GCF_024969445.1",0
"23750","GCF_024969465.1",1
"23751","GCF_024969485.1",0
"23752","GCF_024969505.1",0
"23753","GCF_024969525.1",0
"23754","GCF_024969545.1",0
"23755","GCF_024969565.1",0
"23756","GCF_024969715.1",0
"23757","GCF_024969905.1",0
"23758","GCF_024970125.1",0
"23759","GCF_024970145.1",0
"23760","GCF_024970165.1",0
"23761","GCF_024970185.1",9
"23762","GCF_024970305.1",12
"23763","GCF_024970325.1",1
"23764","GCF_024970345.1",2
"23765","GCF_024970535.1",32
"23766","GCF_024970695.1",2
"23767","GCF_024970895.1",2
"23768","GCF_024971055.1",32
"23769","GCF_024971095.1",0
"23770","GCF_024971755.1",13
"23771","GCF_024971795.1",33
"23772","GCF_024971815.1",33
"23773","GCF_024971835.1",12
"23774","GCF_024971855.1",11
"23775","GCF_024971875.1",28
"23776","GCF_024971895.1",31
"23777","GCF_024971915.1",6
"23778","GCF_024971935.1",7
"23779","GCF_024971955.1",14
"23780","GCF_024971975.1",0
"23781","GCF_024971995.1",0
"23782","GCF_024972115.1",10
"23783","GCF_024972275.1",11
"23784","GCF_024972415.1",9
"23785","GCF_024972555.1",9
"23786","GCF_024972795.1",13
"23787","GCF_024972815.1",8
"23788","GCF_024972835.1",18
"23789","GCF_024972855.1",24
"23790","GCF_024981335.1",3
"23791","GCF_025021485.1",25
"23792","GCF_025021505.1",16
"23793","GCF_025021565.1",19
"23794","GCF_025021745.1",19
"23795","GCF_025079255.1",21
"23796","GCF_025118245.1",4
"23797","GCF_025118435.1",29
"23798","GCF_025118455.1",29
"23799","GCF_025133195.1",12
"23800","GCF_025133575.1",10
"23801","GCF_025135795.1",8
"23802","GCF_025135955.1",8
"23803","GCF_025136135.1",7
"23804","GCF_025136295.1",0
"23805","GCF_025136435.1",9
"23806","GCF_025137375.1",2
"23807","GCF_025137635.1",0
"23808","GCF_025137775.1",0
"23809","GCF_025137935.1",0
"23810","GCF_025138055.1",0
"23811","GCF_025138255.1",0
"23812","GCF_025138375.1",0
"23813","GCF_025138535.1",0
"23814","GCF_025138695.1",0
"23815","GCF_025138865.1",0
"23816","GCF_025139025.1",0
"23817","GCF_025139165.1",0
"23818","GCF_025139955.1",0
"23819","GCF_025140615.1",0
"23820","GCF_025141525.1",0
"23821","GCF_025142455.1",0
"23822","GCF_025142675.1",0
"23823","GCF_025142715.1",0
"23824","GCF_025142735.1",0
"23825","GCF_025142755.1",0
"23826","GCF_025142795.1",0
"23827","GCF_025142835.1",0
"23828","GCF_025142855.1",0
"23829","GCF_025143325.1",0
"23830","GCF_025143405.1",0
"23831","GCF_025143505.1",0
"23832","GCF_025144145.1",0
"23833","GCF_025144335.1",0
"23834","GCF_025144465.1",0
"23835","GCF_025144505.1",0
"23836","GCF_025144525.1",33
"23837","GCF_025144545.1",2
"23838","GCF_025145285.1",1
"23839","GCF_025145845.1",1
"23840","GCF_025146005.1",1
"23841","GCF_025146135.1",1
"23842","GCF_025146315.1",1
"23843","GCF_025146415.1",2
"23844","GCF_025146565.1",1
"23845","GCF_025146775.1",1
"23846","GCF_025147085.1",3
"23847","GCF_025147325.1",1
"23848","GCF_025147485.1",1
"23849","GCF_025147655.1",1
"23850","GCF_025147765.1",1
"23851","GCF_025147905.1",2
"23852","GCF_025148125.1",1
"23853","GCF_025148285.1",0
"23854","GCF_025148635.1",1
"23855","GCF_025149785.1",1
"23856","GCF_025149915.1",1
"23857","GCF_025150085.1",2
"23858","GCF_025150245.1",1
"23859","GCF_025150565.1",3
"23860","GCF_025151045.1",3
"23861","GCF_025151215.1",1
"23862","GCF_025151385.1",3
"23863","GCF_025151535.1",1
"23864","GCF_025151715.1",1
"23865","GCF_025151995.1",2
"23866","GCF_025152575.1",1
"23867","GCF_025152605.1",7
"23868","GCF_025152625.1",27
"23869","GCF_025152645.1",3
"23870","GCF_025152665.1",3
"23871","GCF_025152705.1",24
"23872","GCF_025152725.1",4
"23873","GCF_025152745.1",4
"23874","GCF_025152765.1",30
"23875","GCF_025158995.1",13
"23876","GCF_025159015.1",13
"23877","GCF_025159055.1",33
"23878","GCF_025159075.1",5
"23879","GCF_025159115.1",32
"23880","GCF_025161015.1",18
"23881","GCF_025163535.1",10
"23882","GCF_025163575.1",7
"23883","GCF_025169475.1",11
"23884","GCF_025169495.2",11
"23885","GCF_025169515.2",11
"23886","GCF_025169565.2",11
"23887","GCF_025169585.1",11
"23888","GCF_025169605.2",12
"23889","GCF_025169685.2",11
"23890","GCF_025169745.2",11
"23891","GCF_025169825.2",11
"23892","GCF_025169995.1",11
"23893","GCF_025170155.1",11
"23894","GCF_025170325.2",11
"23895","GCF_025170505.2",11
"23896","GCF_025170665.1",11
"23897","GCF_025170685.2",11
"23898","GCF_025170705.2",12
"23899","GCF_025170725.2",12
"23900","GCF_025170885.1",12
"23901","GCF_025171075.1",11
"23902","GCF_025171215.2",11
"23903","GCF_025171255.1",11
"23904","GCF_025171275.1",12
"23905","GCF_025171295.2",11
"23906","GCF_025171315.2",11
"23907","GCF_025200555.1",32
"23908","GCF_025200575.1",30
"23909","GCF_025200595.1",23
"23910","GCF_025200615.1",32
"23911","GCF_025200635.1",33
"23912","GCF_025200655.1",13
"23913","GCF_025200675.1",32
"23914","GCF_025200695.1",1
"23915","GCF_025200715.1",3
"23916","GCF_025200735.1",3
"23917","GCF_025200775.1",4
"23918","GCF_025200825.1",6
"23919","GCF_025200845.1",19
"23920","GCF_025200865.1",2
"23921","GCF_025200885.1",2
"23922","GCF_025200905.1",2
"23923","GCF_025200925.1",2
"23924","GCF_025200945.1",9
"23925","GCF_025201235.1",5
"23926","GCF_025215495.1",5
"23927","GCF_025215645.1",8
"23928","GCF_025231465.1",7
"23929","GCF_025232045.1",24
"23930","GCF_025232125.1",8
"23931","GCF_025232205.1",8
"23932","GCF_025232235.1",7
"23933","GCF_025232255.1",8
"23934","GCF_025232275.1",8
"23935","GCF_025232295.1",8
"23936","GCF_025232315.1",8
"23937","GCF_025232335.1",7
"23938","GCF_025232355.1",8
"23939","GCF_025232415.1",30
"23940","GCF_025232435.1",30
"23941","GCF_025232455.1",31
"23942","GCF_025232475.1",32
"23943","GCF_025232495.1",7
"23944","GCF_025232515.1",8
"23945","GCF_025232535.1",8
"23946","GCF_025232555.1",7
"23947","GCF_025232575.1",7
"23948","GCF_025232595.1",8
"23949","GCF_025232615.1",8
"23950","GCF_025232635.1",8
"23951","GCF_025232655.1",8
"23952","GCF_025232675.1",3
"23953","GCF_025232695.1",30
"23954","GCF_025244625.1",29
"23955","GCF_025244645.1",31
"23956","GCF_025244665.1",1
"23957","GCF_025244705.1",0
"23958","GCF_025244725.1",1
"23959","GCF_025244765.1",6
"23960","GCF_025244785.1",7
"23961","GCF_025244805.1",29
"23962","GCF_025244825.1",0
"23963","GCF_025244845.1",0
"23964","GCF_025244865.1",0
"23965","GCF_025244885.1",24
"23966","GCF_025244905.1",24
"23967","GCF_025244925.1",0
"23968","GCF_025244965.1",19
"23969","GCF_025244985.1",11
"23970","GCF_025252265.1",9
"23971","GCF_025252345.1",30
"23972","GCF_025252405.1",1
"23973","GCF_025252425.1",32
"23974","GCF_025252445.1",30
"23975","GCF_025254305.1",32
"23976","GCF_025254465.1",31
"23977","GCF_025254605.1",32
"23978","GCF_025254745.1",6
"23979","GCF_025258665.1",32
"23980","GCF_025258705.1",15
"23981","GCF_025258745.1",15
"23982","GCF_025258765.1",15
"23983","GCF_025258785.1",15
"23984","GCF_025258805.1",15
"23985","GCF_025258845.1",15
"23986","GCF_025258925.1",7
"23987","GCF_025258945.1",7
"23988","GCF_025259065.1",29
"23989","GCF_025259185.1",29
"23990","GCF_025259345.1",28
"23991","GCF_025259645.1",30
"23992","GCF_025259665.1",30
"23993","GCF_025259685.1",23
"23994","GCF_025263125.1",2
"23995","GCF_025263265.1",8
"23996","GCF_025263485.1",9
"23997","GCF_025263565.1",8
"23998","GCF_025263585.1",19
"23999","GCF_025263605.1",19
"24000","GCF_025263625.1",17
"24001","GCF_025263645.1",14
"24002","GCF_025263665.1",5
"24003","GCF_025263705.1",20
"24004","GCF_025263725.1",3
"24005","GCF_025263745.1",3
"24006","GCF_025263785.1",3
"24007","GCF_025263845.1",3
"24008","GCF_025264005.1",11
"24009","GCF_025264145.1",3
"24010","GCF_025264285.1",15
"24011","GCF_025264605.1",6
"24012","GCF_025264625.1",0
"24013","GCF_025264685.1",2
"24014","GCF_025264705.1",4
"24015","GCF_025264725.1",4
"24016","GCF_025266285.1",3
"24017","GCF_025266575.1",3
"24018","GCF_025266735.1",3
"24019","GCF_025266795.1",27
"24020","GCF_025268675.1",4
"24021","GCF_025272695.1",14
"24022","GCF_025272815.1",12
"24023","GCF_025273675.1",4
"24024","GCF_025309455.1",2
"24025","GCF_025309535.1",1
"24026","GCF_025309655.1",2
"24027","GCF_025309735.1",7
"24028","GCF_025309755.1",4
"24029","GCF_025309775.1",12
"24030","GCF_025310955.1",29
"24031","GCF_025311075.1",29
"24032","GCF_025311235.1",30
"24033","GCF_025311295.1",29
"24034","GCF_025311435.1",29
"24035","GCF_025311495.1",1
"24036","GCF_025311515.1",1
"24037","GCF_025311535.1",25
"24038","GCF_025311555.1",25
"24039","GCF_025311595.1",25
"24040","GCF_025340125.1",3
"24041","GCF_025340245.1",11
"24042","GCF_025345525.1",28
"24043","GCF_025345545.1",26
"24044","GCF_025345565.1",1
"24045","GCF_025349945.1",29
"24046","GCF_025369675.1",31
"24047","GCF_025369695.1",29
"24048","GCF_025369715.1",29
"24049","GCF_025369735.1",29
"24050","GCF_025369775.1",29
"24051","GCF_025369795.1",30
"24052","GCF_025369815.1",31
"24053","GCF_025369835.1",29
"24054","GCF_025369855.1",31
"24055","GCF_025369875.1",31
"24056","GCF_025369895.1",34
"24057","GCF_025369915.1",30
"24058","GCF_025369935.1",2
"24059","GCF_025369955.1",15
"24060","GCF_025369975.1",30
"24061","GCF_025370975.1",4
"24062","GCF_025397955.1",5
"24063","GCF_025397975.1",28
"24064","GCF_025398015.1",9
"24065","GCF_025398035.1",1
"24066","GCF_025398055.1",21
"24067","GCF_025398075.1",20
"24068","GCF_025398095.1",20
"24069","GCF_025398115.1",20
"24070","GCF_025398135.1",21
"24071","GCF_025398155.2",3
"24072","GCF_025398175.1",5
"24073","GCF_025398355.1",29
"24074","GCF_025398375.1",33
"24075","GCF_025398395.1",24
"24076","GCF_025398435.1",34
"24077","GCF_025398455.1",12
"24078","GCF_025398695.1",27
"24079","GCF_025398715.1",26
"24080","GCF_025398755.1",31
"24081","GCF_025398795.1",10
"24082","GCF_025398815.1",6
"24083","GCF_025398835.1",19
"24084","GCF_025398855.1",7
"24085","GCF_025398875.1",24
"24086","GCF_025398895.1",4
"24087","GCF_025398915.1",34
"24088","GCF_025398955.1",12
"24089","GCF_025398995.1",28
"24090","GCF_025399015.1",31
"24091","GCF_025399035.1",30
"24092","GCF_025399055.1",28
"24093","GCF_025399075.1",28
"24094","GCF_025399095.1",30
"24095","GCF_025399115.1",30
"24096","GCF_025399135.1",30
"24097","GCF_025402735.1",2
"24098","GCF_025402755.1",3
"24099","GCF_025402775.1",3
"24100","GCF_025402795.1",3
"24101","GCF_025402815.1",10
"24102","GCF_025402835.1",0
"24103","GCF_025402875.1",2
"24104","GCF_025402895.1",13
"24105","GCF_025402915.1",14
"24106","GCF_025402935.1",34
"24107","GCF_025402955.1",3
"24108","GCF_025402975.1",13
"24109","GCF_025403485.1",0
"24110","GCF_025426095.1",13
"24111","GCF_025426135.1",26
"24112","GCF_025426155.1",18
"24113","GCF_025426175.1",29
"24114","GCF_025426195.1",29
"24115","GCF_025426215.1",11
"24116","GCF_025426235.1",31
"24117","GCF_025426255.1",8
"24118","GCF_025426275.1",30
"24119","GCF_025449135.1",5
"24120","GCF_025449155.1",12
"24121","GCF_025449175.1",12
"24122","GCF_025449195.1",12
"24123","GCF_025449215.1",2
"24124","GCF_025449235.1",18
"24125","GCF_025449275.1",0
"24126","GCF_025449295.1",2
"24127","GCF_025449315.1",0
"24128","GCF_025449335.1",0
"24129","GCF_025449355.1",3
"24130","GCF_025451515.1",0
"24131","GCF_025451635.1",0
"24132","GCF_025451795.1",1
"24133","GCF_025451935.1",0
"24134","GCF_025452035.1",0
"24135","GCF_025452095.1",0
"24136","GCF_025452135.1",19
"24137","GCF_025452195.1",0
"24138","GCF_025452215.1",0
"24139","GCF_025452235.1",1
"24140","GCF_025490355.1",16
"24141","GCF_025490495.1",14
"24142","GCF_025490515.1",28
"24143","GCF_025490535.1",27
"24144","GCF_025490555.1",4
"24145","GCF_025490575.1",4
"24146","GCF_025502505.1",18
"24147","GCF_025502525.1",22
"24148","GCF_025502545.1",18
"24149","GCF_025502585.1",0
"24150","GCF_025558055.1",5
"24151","GCF_025558115.1",6
"24152","GCF_025558185.1",5
"24153","GCF_025558205.1",4
"24154","GCF_025558225.1",4
"24155","GCF_025558245.1",4
"24156","GCF_025558265.1",5
"24157","GCF_025558285.1",4
"24158","GCF_025558305.1",10
"24159","GCF_025558325.1",10
"24160","GCF_025558345.1",10
"24161","GCF_025558365.1",10
"24162","GCF_025558385.1",14
"24163","GCF_025558405.1",7
"24164","GCF_025558425.1",7
"24165","GCF_025558445.1",7
"24166","GCF_025558525.1",7
"24167","GCF_025558545.1",8
"24168","GCF_025558565.1",7
"24169","GCF_025558585.1",8
"24170","GCF_025558605.1",11
"24171","GCF_025558625.1",6
"24172","GCF_025558645.1",16
"24173","GCF_025558665.1",15
"24174","GCF_025558685.1",15
"24175","GCF_025558705.1",14
"24176","GCF_025558725.1",15
"24177","GCF_025558745.1",8
"24178","GCF_025558765.1",8
"24179","GCF_025558785.1",8
"24180","GCF_025558805.1",8
"24181","GCF_025558825.1",8
"24182","GCF_025558845.1",11
"24183","GCF_025558865.1",6
"24184","GCF_025558905.1",6
"24185","GCF_025558945.1",23
"24186","GCF_025558965.1",21
"24187","GCF_025559005.1",21
"24188","GCF_025559045.1",23
"24189","GCF_025559085.1",21
"24190","GCF_025559125.1",21
"24191","GCF_025559165.1",23
"24192","GCF_025559225.1",23
"24193","GCF_025559265.1",23
"24194","GCF_025559325.1",22
"24195","GCF_025559405.1",23
"24196","GCF_025559465.1",23
"24197","GCF_025559525.1",21
"24198","GCF_025559565.1",23
"24199","GCF_025559585.1",23
"24200","GCF_025559605.1",22
"24201","GCF_025559625.1",23
"24202","GCF_025559645.1",23
"24203","GCF_025559665.1",23
"24204","GCF_025559685.1",22
"24205","GCF_025559705.1",22
"24206","GCF_025559725.1",22
"24207","GCF_025559745.1",22
"24208","GCF_025559765.1",23
"24209","GCF_025559785.1",23
"24210","GCF_025559805.1",21
"24211","GCF_025559845.1",0
"24212","GCF_025559885.1",2
"24213","GCF_025559945.1",2
"24214","GCF_025560005.1",2
"24215","GCF_025560085.1",2
"24216","GCF_025560125.1",2
"24217","GCF_025560165.1",2
"24218","GCF_025560205.1",2
"24219","GCF_025560225.1",2
"24220","GCF_025560245.1",2
"24221","GCF_025560285.1",2
"24222","GCF_025560305.1",2
"24223","GCF_025560345.1",2
"24224","GCF_025560405.1",2
"24225","GCF_025560445.1",2
"24226","GCF_025560485.1",2
"24227","GCF_025560525.1",3
"24228","GCF_025560545.1",2
"24229","GCF_025560585.1",2
"24230","GCF_025560665.1",1
"24231","GCF_025560685.1",2
"24232","GCF_025560745.1",10
"24233","GCF_025560785.1",23
"24234","GCF_025560805.1",23
"24235","GCF_025560825.1",21
"24236","GCF_025560845.1",10
"24237","GCF_025560865.1",10
"24238","GCF_025560885.1",8
"24239","GCF_025560905.1",8
"24240","GCF_025560925.1",9
"24241","GCF_025560945.1",9
"24242","GCF_025560965.1",8
"24243","GCF_025561005.1",8
"24244","GCF_025561025.1",7
"24245","GCF_025561045.1",5
"24246","GCF_025561085.1",6
"24247","GCF_025561145.1",4
"24248","GCF_025561165.1",4
"24249","GCF_025561205.1",4
"24250","GCF_025561265.1",4
"24251","GCF_025561305.1",4
"24252","GCF_025561365.1",5
"24253","GCF_025561425.1",6
"24254","GCF_025561445.1",4
"24255","GCF_025561465.1",4
"24256","GCF_025561505.1",4
"24257","GCF_025561545.1",5
"24258","GCF_025561565.1",8
"24259","GCF_025561585.1",22
"24260","GCF_025561605.1",22
"24261","GCF_025561625.1",23
"24262","GCF_025561645.1",21
"24263","GCF_025561665.1",8
"24264","GCF_025562635.2",12
"24265","GCF_025562675.2",12
"24266","GCF_025562755.1",1
"24267","GCF_025562795.1",1
"24268","GCF_025562815.1",1
"24269","GCF_025562875.1",1
"24270","GCF_025562895.1",2
"24271","GCF_025562955.1",1
"24272","GCF_025563435.1",30
"24273","GCF_025563475.1",31
"24274","GCF_025563515.1",30
"24275","GCF_025579125.1",30
"24276","GCF_025579405.1",30
"24277","GCF_025579425.1",30
"24278","GCF_025579445.1",30
"24279","GCF_025579525.1",30
"24280","GCF_025583665.1",1
"24281","GCF_025600135.2",28
"24282","GCF_025600175.2",27
"24283","GCF_025628925.2",1
"24284","GCF_025639885.1",0
"24285","GCF_025641865.1",11
"24286","GCF_025642095.1",26
"24287","GCF_025642115.1",0
"24288","GCF_025642135.1",5
"24289","GCF_025642155.1",6
"24290","GCF_025642175.1",4
"24291","GCF_025642195.1",0
"24292","GCF_025642215.1",2
"24293","GCF_025642235.1",29
"24294","GCF_025642255.1",7
"24295","GCF_025642275.1",10
"24296","GCF_025642295.1",32
"24297","GCF_025642315.1",28
"24298","GCF_025642335.1",11
"24299","GCF_025642355.1",11
"24300","GCF_025642375.1",11
"24301","GCF_025642395.1",11
"24302","GCF_025642415.1",11
"24303","GCF_025642435.1",11
"24304","GCF_025642455.1",11
"24305","GCF_025642475.1",11
"24306","GCF_025642995.1",9
"24307","GCF_025643015.1",0
"24308","GCF_025643035.1",0
"24309","GCF_025643055.1",0
"24310","GCF_025643075.1",0
"24311","GCF_025643095.1",8
"24312","GCF_025643115.1",30
"24313","GCF_025643135.1",29
"24314","GCF_025643175.1",34
"24315","GCF_025643195.1",28
"24316","GCF_025643275.1",2
"24317","GCF_025643295.1",8
"24318","GCF_025643315.1",9
"24319","GCF_025643335.1",1
"24320","GCF_025643355.1",7
"24321","GCF_025643375.1",13
"24322","GCF_025643395.1",0
"24323","GCF_025643415.1",29
"24324","GCF_025643435.1",29
"24325","GCF_025643455.1",29
"24326","GCF_025643475.1",29
"24327","GCF_025643495.1",8
"24328","GCF_025643515.1",11
"24329","GCF_025643555.1",8
"24330","GCF_025643575.1",10
"24331","GCF_025643595.1",5
"24332","GCF_025643615.1",8
"24333","GCF_025643635.1",23
"24334","GCF_025643735.1",11
"24335","GCF_025665275.1",1
"24336","GCF_025665295.1",7
"24337","GCF_025665315.1",8
"24338","GCF_025665335.1",5
"24339","GCF_025665355.1",28
"24340","GCF_025665375.1",10
"24341","GCF_025665395.1",10
"24342","GCF_025665415.1",15
"24343","GCF_025665435.1",3
"24344","GCF_025665475.1",10
"24345","GCF_025666195.1",3
"24346","GCF_025666215.1",3
"24347","GCF_025666235.1",3
"24348","GCF_025676565.1",31
"24349","GCF_025676585.1",30
"24350","GCF_025676845.1",30
"24351","GCF_025677645.1",0
"24352","GCF_025677665.1",29
"24353","GCF_025677685.1",29
"24354","GCF_025677705.1",2
"24355","GCF_025677745.1",35
"24356","GCF_025677765.1",35
"24357","GCF_025677785.1",2
"24358","GCF_025716785.1",26
"24359","GCF_025720855.1",3
"24360","GCF_025722955.1",11
"24361","GCF_025722975.1",6
"24362","GCF_025723025.1",2
"24363","GCF_025723085.1",22
"24364","GCF_025723105.1",9
"24365","GCF_025723125.1",8
"24366","GCF_025723145.1",8
"24367","GCF_025723165.1",0
"24368","GCF_025723205.1",29
"24369","GCF_025723225.1",26
"24370","GCF_025723245.1",4
"24371","GCF_025725645.1",0
"24372","GCF_025725665.1",2
"24373","GCF_025725685.1",2
"24374","GCF_025725705.1",30
"24375","GCF_025725725.1",0
"24376","GCF_025725745.1",29
"24377","GCF_025727575.1",0
"24378","GCF_025732135.1",4
"24379","GCF_025732155.1",18
"24380","GCF_025732175.1",33
"24381","GCF_025734435.1",33
"24382","GCF_025736815.1",1
"24383","GCF_025736935.1",1
"24384","GCF_025739325.1",0
"24385","GCF_025757485.1",5
"24386","GCF_025758105.1",8
"24387","GCF_025758125.1",27
"24388","GCF_025758145.1",6
"24389","GCF_025758165.1",6
"24390","GCF_025758185.1",6
"24391","GCF_025758205.1",6
"24392","GCF_025758225.1",6
"24393","GCF_025758245.1",6
"24394","GCF_025758395.1",2
"24395","GCF_025758415.1",11
"24396","GCF_025765795.1",3
"24397","GCF_025765815.1",3
"24398","GCF_025765835.1",3
"24399","GCF_025765855.1",12
"24400","GCF_025765875.1",12
"24401","GCF_025765895.1",3
"24402","GCF_025765915.1",12
"24403","GCF_025765955.1",3
"24404","GCF_025782805.1",33
"24405","GCF_025782825.1",34
"24406","GCF_025790185.1",11
"24407","GCF_025790205.1",11
"24408","GCF_025790845.1",27
"24409","GCF_025790865.1",7
"24410","GCF_025790885.1",20
"24411","GCF_025790925.1",12
"24412","GCF_025790945.1",11
"24413","GCF_025790965.1",12
"24414","GCF_025791005.1",12
"24415","GCF_025792455.1",1
"24416","GCF_025808195.1",5
"24417","GCF_025808215.1",33
"24418","GCF_025808235.1",30
"24419","GCF_025808255.1",30
"24420","GCF_025808275.1",30
"24421","GCF_025808295.1",31
"24422","GCF_025808315.1",30
"24423","GCF_025808335.1",31
"24424","GCF_025808355.1",31
"24425","GCF_025809195.1",4
"24426","GCF_025809235.1",18
"24427","GCF_025809255.1",30
"24428","GCF_025809295.1",5
"24429","GCF_025809335.1",14
"24430","GCF_025809355.1",17
"24431","GCF_025809375.1",1
"24432","GCF_025809395.1",10
"24433","GCF_025811215.1",2
"24434","GCF_025811355.1",1
"24435","GCF_025811435.1",1
"24436","GCF_025813515.1",27
